iso3c,year,ChildMortality,GDPpc
CAN,2010,5.7,40099.4482394377
CAN,2006,6,38119.4131958397
CAN,2003,6.2,32349.9436608677
CAN,2008,5.9,40376.3068799056
CAN,2014,5.4,45753.7505547994
CAN,2020,5.1,48380.6844333467
CAN,2015,5.4,44670.0805385838
CAN,2007,6,39575.3097484091
CAN,2009,5.8,38865.4134577266
CAN,2013,5.5,44298.5787342765
CAN,2021,5,55634.8275796301
CAN,2012,5.6,42290.9654102745
CAN,2005,6.1,36327.2286544972
CAN,2016,5.3,46472.3402486315
CAN,2018,5.2,49992.7622757708
CAN,2019,5.2,50522.1602400667
CAN,2017,5.3,48317.1745835151
CYM,2000,,
CYM,2009,,69274.5712590085
CYM,2021,,76580.7372179852
CYM,2003,,
CYM,2004,,
CYM,2001,,
CYM,2002,,
CYM,2007,,77386.8151042494
CYM,2018,,72754.0098417523
CYM,2005,,
CYM,2006,,75269.0991443664
CYM,2012,,65118.4454712649
CYM,2013,,64286.0055113228
CYM,2019,,75504.4485656993
CYM,2008,,76320.1659287252
CYM,2016,,66970.3135899715
CYM,2017,,69534.7719101223
CYM,2014,,64432.3505670553
CYM,2010,,66346.6280129851
CYM,2020,,71313.3403530448
CYM,2011,,66766.0423287818
CYM,2015,,65087.7173379803
CAF,2004,153.6,703.37720097409
CAF,2006,145.3,757.618328911279
CAF,2003,157.3,660.417846049021
CAF,2019,105.9,898.315319932093
CAF,2016,112.7,787.471168424675
CAF,2018,108.8,875.193717756484
CAF,2002,160.7,701.340145279042
CAF,2015,115.5,733.749580708051
CAF,2000,166.1,652.393760718375
CAF,2005,149.7,715.726242711717
CAF,2020,103,895.251477184961
CAF,2001,163.6,681.360011221161
CAF,2010,129.8,902.781584213177
CAF,2011,126.4,945.593128485274
CAF,2012,123.3,1024.24756278492
CAF,2013,121.1,683.96563252261
CAF,2014,118.6,670.103823403593
CAF,2021,99.9,924.91089533575
CAF,2017,110.9,839.600009452135
CAF,2009,133.5,870.422304732301
CAF,2007,141.2,798.836079380152
CAF,2008,137.5,813.832069367003
TCD,2003,174.3,1022.52350569585
TCD,2000,184.3,773.649930394109
TCD,2005,167.5,1560.65301777951
TCD,2002,177.7,909.461293727144
TCD,2012,140.6,1734.84341356324
TCD,2013,136.9,1569.49404043589
TCD,2009,152.3,1646.50995929074
TCD,2001,181,854.374623732515
TCD,2011,144.5,1804.06292930875
TCD,2004,170.9,1342.19096816315
TCD,2014,133.3,1672.9807200303
TCD,2010,148.4,1828.67782778953
TCD,2006,163.9,1562.90704594561
TCD,2021,107.1,1572.97362801457
TCD,2007,160.1,1602.44960893573
TCD,2015,129.5,1816.28818442974
TCD,2019,114.3,1628.24276702248
TCD,2016,125.8,1660.98487786358
TCD,2008,156.3,1626.03180058475
TCD,2018,118,1601.13244542005
TCD,2020,110.5,1572.60158693792
TCD,2017,121.9,1579.76060047631
CHI,2019,,
CHI,2017,,
CHI,2016,,
CHI,2003,,
CHI,2010,,
CHI,2018,,
CHI,2002,,
CHI,2001,,
CHI,2015,,
CHI,2011,,
CHI,2000,,
CHI,2021,,
CHI,2020,,
CHI,2014,,
CHI,2004,,
CHI,2012,,
CHI,2009,,
CHI,2005,,
CHI,2006,,
CHI,2007,,
CHI,2013,,
CHI,2008,,
CHL,2004,9.3,11735.17646243
CHL,2005,9.1,12685.0279639491
CHL,2010,8.7,18104.725602048
CHL,2008,8.9,16550.4505182081
CHL,2019,7.1,25853.7701486892
CHL,2009,8.8,16118.3760641462
CHL,2006,9,15676.5845107979
CHL,2001,10.3,9876.22661166652
CHL,2002,9.8,10239.3846423616
CHL,2003,9.5,10820.6728849357
CHL,2012,8.4,21584.6817024018
CHL,2007,8.9,16875.7125832612
CHL,2018,7.4,25564.5375556485
CHL,2011,8.5,20330.527344542
CHL,2016,7.8,23492.2880341354
CHL,2000,10.9,9468.32007053512
CHL,2020,6.9,25464.8499319251
CHL,2015,8,22691.4843621384
CHL,2021,6.6,29148.240521695
CHL,2014,8.1,22779.42810456
CHL,2017,7.6,24546.9124831181
CHL,2013,8.3,22425.59172455
CHN,2016,9.9,13483.3772664595
CHN,2018,8.6,15497.8257403082
CHN,2006,22,5842.77863600308
CHN,2010,15.8,9254.77960352629
CHN,2015,10.7,12897.502286878
CHN,2014,11.6,12480.3385303005
CHN,2007,20.1,6818.92340935134
CHN,2017,9.2,14243.5326108491
CHN,2009,17.1,8305.76018511512
CHN,2001,34.1,3208.22995654432
CHN,2012,13.5,11168.6972979983
CHN,2021,6.9,19484.4861576535
CHN,2020,7.4,17209.4429541562
CHN,2005,24,5056.40472418203
CHN,2000,36.7,2917.24252978556
CHN,2011,14.6,10292.940478173
CHN,2008,18.5,7581.45351262692
CHN,2004,26.3,4427.13100327793
CHN,2002,31.5,3532.08165141829
CHN,2013,12.5,11872.4973811817
CHN,2003,28.9,3938.73027454873
CHN,2019,8,16655.3993636127
COL,2003,22.8,7398.18350233824
COL,2020,13.3,15416.3252808236
COL,2004,22.2,7888.45008375475
COL,2006,20.9,9135.67897534929
COL,2001,24.3,6911.72749433127
COL,2002,23.6,7085.6208098397
COL,2015,15.6,13378.6751471778
COL,2005,21.5,8412.99682930896
COL,2019,13.7,16091.5044541313
COL,2017,14.6,14334.9105821162
COL,2007,20.2,9891.37577029778
COL,2008,19.6,10291.1999875576
COL,2000,25.1,6753.46479386828
COL,2009,19,10357.3340858966
COL,2010,18.4,10830.1951175574
COL,2021,12.8,17586.5250412816
COL,2011,17.8,11694.7266079337
COL,2013,16.7,12798.6631873849
COL,2014,16.1,13390.0319482201
COL,2018,14.1,15161.312733978
COL,2016,15.1,13971.3353365208
COL,2012,17.2,12095.6484973702
COM,2016,59,3053.30258484962
COM,2011,70.3,2464.35422707787
COM,2007,79.9,2177.67083913844
COM,2015,61.2,2884.77485185031
COM,2017,56.9,3240.17917020286
COM,2002,92.1,1898.09721034132
COM,2008,77.5,2261.34802331538
COM,2014,63.5,2887.06550385631
COM,2020,51.3,3402.87122164648
COM,2021,49.7,3562.54447917905
COM,2013,65.8,2795.2434656716
COM,2012,68,2655.73487461664
COM,2009,75.1,2301.97128631252
COM,2010,72.7,2367.77862867655
COM,2001,94.3,1864.20466530761
COM,2003,89.7,1937.86195740916
COM,2000,96.4,1818.02205165685
COM,2019,53.1,3430.21084045719
COM,2006,82.4,2146.12323416645
COM,2018,54.9,3374.0416632034
COM,2004,87.2,1989.61006346665
COM,2005,84.7,2069.17863370587
COD,2002,151.2,426.174628480242
COD,2000,160.1,432.699339419267
COD,2010,114.6,616.532399110794
COD,2015,96.5,877.680835200472
COD,2001,155.8,420.272176632106
COD,2012,106.8,650.921589580947
COD,2014,99.7,824.412437591915
COD,2003,146.5,445.5148537136
COD,2004,141.8,473.958929921215
COD,2008,123,586.028749368622
COD,2005,136.9,502.897199875451
COD,2021,79,1184.72048571213
COD,2006,132.2,528.871699781478
COD,2011,110.7,650.436603207665
COD,2009,118.8,587.552815360015
COD,2013,103.3,731.932821307684
COD,2007,127.5,558.900153803526
COD,2019,84.4,1104.84336768272
COD,2016,93.4,932.405165247328
COD,2017,90.3,1023.53983314556
COD,2018,87.2,1073.44690557385
COD,2020,81.7,1102.55351748245
COG,2010,62.4,5152.51778959957
COG,2017,49.3,4345.51912316554
COG,2007,74.2,4267.75686072464
COG,2011,60.1,5204.00083364149
COG,2019,52.4,4267.62152250352
COG,2021,43,4083.09343628469
COG,2016,51,3944.49675056544
COG,2009,65.4,4827.90709126624
COG,2018,47.7,4244.59631831872
COG,2005,86.5,4305.8699382955
COG,2020,44.5,3958.92424240276
COG,2015,52.8,4652.6623062708
COG,2008,69.3,4473.22706795328
COG,2012,58.2,6062.8227764881
COG,2013,56.4,5810.92238326085
COG,2004,93.4,4016.42944592607
COG,2000,113.5,3687.23224588555
COG,2001,110.5,3769.26533216344
COG,2002,105.8,3910.79743422332
COG,2014,54.6,5683.80645993848
COG,2006,80,4616.63511049667
COG,2003,100,3910.65411079644
CRI,2000,13.1,7796.43088532162
CRI,2008,10.9,12297.2133627746
CRI,2007,11.1,11680.5728019195
CRI,2002,12.1,8363.81072564361
CRI,2003,11.8,8756.921954704
CRI,2004,11.5,9248.12662801259
CRI,2001,12.6,8099.71240071143
CRI,2006,11.2,10658.2776328134
CRI,2017,8.7,20168.2194165112
CRI,2018,8.4,21144.4120267536
CRI,2005,11.3,9772.46432755117
CRI,2020,7.9,21716.8727590625
CRI,2021,7.6,23700.2942648986
CRI,2013,9.6,14851.13543931
CRI,2019,8.2,22949.5258279591
CRI,2011,10.2,13410.3545362616
CRI,2012,9.9,14174.6021027648
CRI,2009,10.7,12103.3818532381
CRI,2014,9.3,15905.1479384975
CRI,2015,9.1,16925.179408146
CRI,2016,8.9,18898.0761600162
CRI,2010,10.5,12740.3409691018
CIV,2008,114.4,3310.47535012561
CIV,2007,118.3,3166.67153746249
CIV,2003,133,2852.02043375347
CIV,2001,139.8,3121.72784860442
CIV,2004,129.4,2952.04126245591
CIV,2017,85.6,4836.04836654882
CIV,2018,82.8,5060.59742978453
CIV,2015,90.5,4579.85145969451
CIV,2016,88,4693.67504516721
CIV,2020,77.3,5377.39444625563
CIV,2005,125.7,3005.99833180054
CIV,2019,79.7,5350.01014083108
CIV,2000,142.9,3202.95174265195
CIV,2011,103.2,3384.9309791454
CIV,2012,100.1,3483.68978882593
CIV,2013,96.9,3801.61647107286
CIV,2014,93.5,4254.23089595128
CIV,2009,110.2,3379.41256459389
CIV,2002,136.4,3007.35726363402
CIV,2010,106.4,3577.70698193952
CIV,2006,122.1,3116.37115254806
CIV,2021,74.8,5866.49575760691
HRV,2006,6.4,17639.0008716512
HRV,2007,6.1,19577.9116242635
HRV,2009,5.7,20272.7431993652
HRV,2005,6.7,15455.1206240928
HRV,2001,8,11652.0729392739
HRV,2011,5.3,21139.9671117447
HRV,2003,7.3,13697.4210847082
HRV,2010,5.5,20088.0434492854
HRV,2018,4.8,28980.4492302311
HRV,2019,4.7,32123.9961324849
HRV,2020,4.7,30447.1595346254
HRV,2004,7,14694.6907934584
HRV,2008,5.9,21032.9146075298
HRV,2014,5,22409.2640184121
HRV,2002,7.7,13022.4493216846
HRV,2021,4.6,36954.4345867034
HRV,2000,8.3,10669.3431384853
HRV,2012,5.2,21509.8915802731
HRV,2013,5.1,22182.4605168977
HRV,2016,4.9,25318.9781462309
HRV,2017,4.8,27267.3226459382
HRV,2015,4.9,23391.1011523166
CUB,2002,8.2,
CUB,2004,7.6,
CUB,2015,5.7,
CUB,2012,6,
CUB,2013,5.9,
CUB,2014,5.8,
CUB,2005,7.4,
CUB,2016,5.5,
CUB,2001,8.5,
CUB,2003,7.9,
CUB,2009,6.5,
CUB,2010,6.4,
CUB,2011,6.2,
CUB,2007,6.9,
CUB,2018,5.3,
CUB,2008,6.7,
CUB,2000,8.8,
CUB,2021,5,
CUB,2017,5.4,
CUB,2006,7.2,
CUB,2020,5.1,
CUB,2019,5.2,
CUW,2002,,23478.2418557463
CUW,2000,,21888.3470571227
CUW,2001,,23054.7039565463
CUW,2018,,24988.3138465185
CUW,2004,,23788.3703269392
CUW,2016,,24032.932502408
CUW,2010,,25953.0970954179
CUW,2012,,25186.859429047
CUW,2009,,25950.142230552
CUW,2014,,24583.793247654
CUW,2011,,26251.3628228418
CUW,2019,,24917.401660618
CUW,2003,,23520.551593883
CUW,2021,,23272.9136131369
CUW,2017,,24795.5934776245
CUW,2007,,25369.9855313677
CUW,2008,,26091.948096153
CUW,2013,,24981.9569379245
CUW,2005,,24078.3759395459
CUW,2015,,24348.8513284734
CUW,2020,,21022.1940908006
CUW,2006,,24587.7749268238
CYP,2007,4,32888.99609375
CYP,2011,3.3,33313.4765625
CYP,2009,3.6,33883.7734375
CYP,2006,4.3,30015.3125
CYP,2013,3,30375.125
CYP,2008,3.8,34830.34765625
CYP,2012,3.1,31834.5078125
CYP,2001,6.1,22868.724609375
CYP,2002,5.7,24013.017578125
CYP,2003,5.3,24281.044921875
CYP,2000,6.5,21291.236328125
CYP,2005,4.6,27763.154296875
CYP,2010,3.5,33417.7578125
CYP,2021,2.8,48469.4140625
CYP,2004,5,25945.4609375
CYP,2015,2.8,31815.0703125
CYP,2016,2.7,35718.98046875
CYP,2017,2.7,38288.0078125
CYP,2014,2.9,30080.26953125
CYP,2019,2.8,44686.71875
CYP,2020,2.8,42798.01953125
CYP,2018,2.8,40559.234375
DNK,2006,4.6,37334.1604013286
DNK,2021,3.6,69878.9348117258
DNK,2009,4.2,40330.2227131882
DNK,2000,5.6,28661.7641564157
DNK,2007,4.5,39015.0593398184
DNK,2008,4.3,41278.3268270571
DNK,2019,3.8,60787.4633578269
DNK,2004,5,32939.6304700282
DNK,2001,5.5,29446.0143635699
DNK,2010,4.1,42995.6175669409
DNK,2011,4.1,44403.3848413929
DNK,2015,4.1,49045.3391904109
DNK,2005,4.8,34150.1594558945
DNK,2002,5.4,30640.3456230968
DNK,2003,5.2,30822.0928782295
DNK,2012,4.1,44803.9682421214
DNK,2018,3.9,57482.9623999067
DNK,2020,3.7,62529.2510567035
DNK,2016,4,51976.0057060956
DNK,2013,4.1,46726.8541437832
DNK,2014,4.1,47901.4473627066
DNK,2017,4,55356.680780178
DJI,2016,63.8,4263.13340598945
DJI,2015,65.6,4144.97437037023
DJI,2014,67.8,3897.11431214617
DJI,2002,95.9,
DJI,2017,61.9,4451.68384614482
DJI,2018,59.9,4699.70967027594
DJI,2000,100.6,
DJI,2001,98.4,
DJI,2010,76.5,
DJI,2011,74.3,
DJI,2013,69.9,3730.36651230337
DJI,2004,91,
DJI,2019,57.9,4970.33421940026
DJI,2020,56,5025.84273613775
DJI,2003,93.4,
DJI,2008,81.2,
DJI,2009,78.9,
DJI,2005,88.5,
DJI,2021,54.1,5412.67431747505
DJI,2012,72.2,
DJI,2006,86.1,
DJI,2007,83.7,
DMA,2014,29.9,11184.6419540366
DMA,2016,32.5,12159.6207660102
DMA,2012,27.2,10245.1427621303
DMA,2003,18.4,7244.34825192445
DMA,2004,19,7650.99534231551
DMA,2013,28.5,10470.2632741031
DMA,2000,16.9,6633.07340850224
DMA,2001,17.3,6797.37800502648
DMA,2015,31.2,11327.0814065906
DMA,2011,25.8,10521.0831482032
DMA,2005,19.7,7931.10488260115
DMA,2008,22.4,10187.8809181854
DMA,2002,17.8,6697.38013305281
DMA,2006,20.5,8548.31024735836
DMA,2007,21.4,9332.59888776275
DMA,2019,35.2,12921.1246600288
DMA,2017,33.6,11511.6064241415
DMA,2010,24.6,10328.0742198196
DMA,2018,34.5,12134.1656882497
DMA,2009,23.4,10132.5238139
DMA,2021,35.9,12027.0484845933
DMA,2020,35.6,10830.3283754644
DOM,2008,35.5,10430.093008146
DOM,2011,35.2,11760.6418938012
DOM,2007,35.8,10042.9091202133
DOM,2010,35.2,11317.472532971
DOM,2018,34.8,17904.4502873475
DOM,2019,34.3,18941.7167791279
DOM,2021,33,20553.0995072967
DOM,2009,35.4,10458.8535944707
DOM,2005,36.5,8298.49512928288
DOM,2016,35.1,15911.1543901247
DOM,2020,33.7,17707.6878853385
DOM,2004,36.9,7451.83523534101
DOM,2015,35.1,14564.9469530273
DOM,2000,40,6697.52125743461
DOM,2017,35.1,16524.5338420587
DOM,2006,36.1,9219.26706744999
DOM,2014,35.1,13321.7670656573
DOM,2012,35.1,11781.8868715091
DOM,2013,35.1,12348.4253354838
DOM,2003,37.5,7172.966415408
DOM,2001,39.1,6913.04439955363
DOM,2002,38.2,7231.22498603896
ECU,2021,12.5,11772.5289641273
ECU,2006,22.6,8075.33299900992
ECU,2001,28.1,6123.75719042114
ECU,2017,14.4,11679.4302342769
ECU,2019,13.4,11873.2893067757
ECU,2005,23.5,7633.47079951575
ECU,2018,13.9,11887.4922454745
ECU,2013,16.6,11142.6783620139
ECU,2020,12.9,10937.1067659167
ECU,2004,24.5,7151.69692844863
ECU,2000,29.6,5857.49602188349
ECU,2008,20.8,8877.78098746324
ECU,2014,16,11708.6529969655
ECU,2007,21.7,8330.83397706331
ECU,2016,14.8,11068.8568481159
ECU,2012,17.3,10304.8889975552
ECU,2009,19.9,8835.38664603911
ECU,2015,15.4,11071.2947208291
ECU,2011,18.1,9861.50358079158
ECU,2003,25.5,6549.19622691656
ECU,2010,19,9104.36406319143
ECU,2002,26.7,6362.49650203443
EGY,2012,26.4,10506.9681019305
EGY,2001,44,5788.83176273748
EGY,2007,32.8,7830.48935148411
EGY,2008,31.4,8385.94489564719
EGY,2021,19,13440.6194116398
EGY,2000,46.7,5581.58759758699
EGY,2011,27.6,9178.85358944855
EGY,2014,24.3,10306.9158926043
EGY,2013,25.3,10623.7378888843
EGY,2003,39.5,6075.14513550489
EGY,2004,37.6,6362.90444845712
EGY,2005,35.9,6721.25308311943
EGY,2002,41.6,5895.00533298402
EGY,2009,30.1,8663.00247168304
EGY,2010,28.8,9033.34440516636
EGY,2020,19.6,12661.181204072
EGY,2006,34.3,7260.11803687592
EGY,2015,23.4,10890.2417857169
EGY,2016,22.6,10593.7478005893
EGY,2017,21.8,10995.0056689479
EGY,2018,21,11636.4988438313
EGY,2019,20.3,12280.6063924863
SLV,2017,14.3,8617.92170824529
SLV,2018,13.8,9024.79266988161
SLV,2003,28,4805.71701810257
SLV,2020,12.8,8759.14515976971
SLV,2021,12.4,10140.9727557659
SLV,2002,29.6,4652.09319364137
SLV,2016,14.8,8174.47412527597
SLV,2019,13.3,9398.02882143611
SLV,2001,31.3,4527.22394206947
SLV,2004,26.4,4971.34793419768
SLV,2005,25,5262.80810711318
SLV,2000,33.1,4410.68213999298
SLV,2011,18.4,6542.94498027132
SLV,2012,17.5,6622.57462932175
SLV,2013,16.7,6966.57224149774
SLV,2014,16,7332.90444933331
SLV,2015,15.4,7712.37270522968
SLV,2007,22.5,5914.68771380769
SLV,2008,21.4,6133.67452391685
SLV,2009,20.3,6019.90895281215
SLV,2006,23.7,5663.65859083786
SLV,2010,19.3,6200.23976659878
GNQ,2010,111.3,28424.5193646018
GNQ,2011,107.5,29556.1131009785
GNQ,2000,155.5,7617.72058379717
GNQ,2006,128.8,25714.1563513609
GNQ,2007,124.1,29052.4912761558
GNQ,2008,119.6,33261.8694024872
GNQ,2009,115.3,32341.2834052657
GNQ,2020,79.3,15888.2846106791
GNQ,2001,151.3,12119.4663738759
GNQ,2002,147,14024.4904417034
GNQ,2003,142.4,15563.0627818226
GNQ,2012,103.6,32457.5507821101
GNQ,2005,133.5,24249.8704711482
GNQ,2018,84.7,18192.0499087507
GNQ,2019,81.9,16929.1427706189
GNQ,2004,138,21074.6166064948
GNQ,2016,90.6,17771.5627993416
GNQ,2013,100.2,30083.8920985237
GNQ,2014,96.8,29197.6917281299
GNQ,2021,76.8,16254.6019266242
GNQ,2017,87.6,19617.8447053636
GNQ,2015,93.7,20858.0964445122
ERI,2016,44.9,
ERI,2018,41.9,
ERI,2015,46.4,
ERI,2017,43.4,
ERI,2002,77.5,1598.41844048938
ERI,2003,73.9,1523.31502486461
ERI,2019,40.6,
ERI,2001,81.3,1581.02966245979
ERI,2010,55.2,1496.07677946095
ERI,2011,53.3,1628.75050902937
ERI,2012,51.5,
ERI,2000,85.5,1462.7410222242
ERI,2014,48.1,
ERI,2020,39.3,
ERI,2021,38.1,
ERI,2004,70.6,1523.88399823824
ERI,2005,67.6,1573.08209561323
ERI,2006,64.7,1578.93833300922
ERI,2008,59.6,1449.06352496892
ERI,2009,57.4,1476.51524777382
ERI,2007,62,1618.84910743023
ERI,2013,49.8,
EST,2017,2.7,33821.93290847
EST,2003,8.5,13133.2836551089
EST,2007,6,22200.2322815317
EST,2016,2.9,31312.7522996878
EST,2004,7.8,14536.7596770475
EST,2005,7.1,16634.8927393745
EST,2000,11,9422.49706491914
EST,2001,10.1,10317.3071932177
EST,2002,9.3,11663.2715046648
EST,2018,2.5,36410.1220937377
EST,2014,3.4,28945.4653303277
EST,2006,6.5,19345.2032742068
EST,2015,3.1,29175.9259267894
EST,2013,3.6,27464.5186781161
EST,2009,5,20477.258451618
EST,2010,4.6,21615.7400462342
EST,2011,4.2,24557.2361475947
EST,2008,5.5,22802.3421764634
EST,2019,2.3,39578.0817172929
EST,2020,2.1,40096.4801835409
EST,2021,2,45047.315035037
EST,2012,3.9,25996.0467779508
SWZ,2011,76.5,7814.51844166433
SWZ,2012,70.4,8027.3054882824
SWZ,2009,98.2,7196.13785201138
SWZ,2007,105.1,6920.10034725332
SWZ,2010,88.3,7524.31039369291
SWZ,2020,56.2,8754.78603812186
SWZ,2021,52.6,10026.795235808
SWZ,2008,103.7,7072.52756517362
SWZ,2019,56.9,8861.8149149591
SWZ,2016,61.8,8488.44930687642
SWZ,2017,63.2,8213.9206193606
SWZ,2014,67.9,8557.26528645667
SWZ,2006,109.5,6489.39383360385
SWZ,2001,115.3,4705.42569697428
SWZ,2002,117,4943.39322633217
SWZ,2018,59.6,8544.51575774353
SWZ,2015,64.4,8580.6399912768
SWZ,2013,67.9,8463.33412798927
SWZ,2005,118.9,5971.67024989647
SWZ,2003,118.4,5197.04912994515
SWZ,2000,112.3,4601.88606874065
SWZ,2004,118.9,5493.80164500431
ETH,2002,128.1,513.120316650617
ETH,2003,121.7,497.275623822034
ETH,2012,73.6,1191.44062232971
ETH,2015,62.4,1630.87746187943
ETH,2001,134.4,512.520781339025
ETH,2004,115.3,563.508562084278
ETH,2016,59,1848.66111635863
ETH,2000,140.5,476.528464196205
ETH,2011,77.7,1114.04597197907
ETH,2013,69.6,1261.11329988192
ETH,2014,65.9,1488.62575532765
ETH,2006,102.8,701.600498674121
ETH,2007,97.1,780.532556968826
ETH,2017,56,1987.96875367138
ETH,2005,108.9,631.673170550399
ETH,2010,82.1,1010.02202703432
ETH,2019,50.9,2274.18556583461
ETH,2008,91.7,856.659778813973
ETH,2009,86.7,912.108359381051
ETH,2018,53.2,2117.15936214803
ETH,2020,48.7,2379.44788754796
ETH,2021,46.8,2559.09732379147
FRO,2019,,
FRO,2017,,
FRO,2020,,
FRO,2005,,
FRO,2003,,
FRO,2014,,
FRO,2000,,
FRO,2004,,
FRO,2002,,
FRO,2012,,
FRO,2013,,
FRO,2018,,
FRO,2001,,
FRO,2016,,
FRO,2008,,
FRO,2009,,
FRO,2006,,
FRO,2021,,
FRO,2007,,
FRO,2010,,
FRO,2011,,
FRO,2015,,
FJI,2007,23.8,7176.09574988747
FJI,2010,23.7,7518.39329745748
FJI,2006,23.6,7107.58099116847
FJI,2009,23.8,7246.21285548311
FJI,2005,23.3,6832.56783916253
FJI,2000,22.6,5679.52094705688
FJI,2021,27.7,11453.4188102158
FJI,2002,22.5,6081.4836973465
FJI,2008,23.8,7339.13893957574
FJI,2004,23,6641.23702647774
FJI,2001,22.5,5861.59028020456
FJI,2013,23.8,9036.7683509059
FJI,2003,22.7,6202.11405171091
FJI,2019,26.9,13803.1353861187
FJI,2017,25.6,12822.0135997922
FJI,2020,27.5,11575.8606853482
FJI,2011,23.7,7854.56662555927
FJI,2012,23.6,8393.2607979997
FJI,2014,24.1,10738.2663948957
FJI,2015,24.5,11755.0861781429
FJI,2016,25,11999.677660921
FJI,2018,26.3,13631.1751455916
FIN,2018,2.3,49579.3310008278
FIN,2004,3.9,31202.6326662541
FIN,2013,2.7,41493.1416470359
FIN,2017,2.4,47570.133583848
FIN,2002,4.1,28605.1223159604
FIN,2011,2.9,40916.8385790274
FIN,2012,2.8,40873.0953326066
FIN,2019,2.3,52569.8000550589
FIN,2016,2.4,44934.4482077785
FIN,2015,2.5,42497.7049785783
FIN,2021,2.2,57848.6141705053
FIN,2003,4,29053.1101567343
FIN,2005,3.7,32051.7940038456
FIN,2020,2.2,53668.8190916817
FIN,2000,4.3,26788.1090073235
FIN,2008,3.3,40083.6972699668
FIN,2009,3.2,37971.1688218955
FIN,2010,3,38949.7244997518
FIN,2006,3.6,34454.8883772759
FIN,2007,3.5,37846.9232155282
FIN,2001,4.2,27803.9084926269
FIN,2014,2.6,41757.4021894413
FRA,2019,4.3,51240.0683019805
FRA,2011,4.2,37439.2331426991
FRA,2018,4.3,46537.4740442591
FRA,2013,4.1,39521.6969847538
FRA,2010,4.2,35894.9921081735
FRA,2009,4.3,34674.9978196774
FRA,2007,4.4,34126.125037055
FRA,2006,4.5,32464.8468361788
FRA,2014,4.1,40144.0268283679
FRA,2015,4.2,40849.9973780501
FRA,2016,4.2,42924.613626021
FRA,2012,4.1,37677.7267932587
FRA,2020,4.4,49494.2900844931
FRA,2021,4.4,53834.7992971017
FRA,2008,4.4,35092.6943078696
FRA,2017,4.3,44577.0645745394
FRA,2003,4.9,28168.769567267
FRA,2000,5.4,26090.1387960261
FRA,2001,5.3,27493.7017505526
FRA,2002,5.1,28518.8252206252
FRA,2004,4.8,29056.0052608709
FRA,2005,4.6,30494.2141075076
PYF,2001,,
PYF,2009,,
PYF,2002,,
PYF,2015,,
PYF,2011,,
PYF,2003,,
PYF,2004,,
PYF,2014,,
PYF,2010,,
PYF,2000,,
PYF,2017,,
PYF,2012,,
PYF,2016,,
PYF,2006,,
PYF,2007,,
PYF,2018,,
PYF,2005,,
PYF,2019,,
PYF,2020,,
PYF,2008,,
PYF,2013,,
PYF,2021,,
GAB,2009,64.6,13448.2995472784
GAB,2011,59.3,14863.4623434247
GAB,2008,67.1,13792.0299962063
GAB,2018,44.9,14597.1473084946
GAB,2019,43.2,15092.030603472
GAB,2010,61.8,14084.5380314089
GAB,2013,54.2,14437.7597324564
GAB,2005,74.3,14076.1962998095
GAB,2020,41,14682.0637700704
GAB,2006,72.1,13688.5822073369
GAB,2016,48.4,13749.8325459881
GAB,2017,46.6,14478.1303050188
GAB,2002,80.8,13402.5027845575
GAB,2007,69.6,14448.8944097361
GAB,2021,39.7,15252.561263438
GAB,2000,84.5,13352.0772238723
GAB,2001,82.8,13585.2356267981
GAB,2003,78.8,13602.0736356982
GAB,2012,56.8,14628.6158794216
GAB,2004,76.6,13679.3375721078
GAB,2014,52.2,14721.9011453059
GAB,2015,50.4,14113.8276706617
GMB,2014,62.6,1874.26266501645
GMB,2001,109.1,1841.95085113477
GMB,2013,65.2,1960.5849413212
GMB,2008,80.6,2084.66489695298
GMB,2000,113.7,1752.25325562527
GMB,2012,68,2033.28100144189
GMB,2003,100.2,1863.05618772962
GMB,2011,70.8,2049.34900065041
GMB,2009,77.2,2169.26937292909
GMB,2002,104.5,1759.00527470363
GMB,2010,74,2254.05060363352
GMB,2017,55.5,1927.0399420242
GMB,2004,95.9,1989.54836954395
GMB,2005,91.8,1945.5836051962
GMB,2016,57.7,1918.69701578381
GMB,2007,84.1,1985.71699326614
GMB,2021,47.9,2291.40428761776
GMB,2018,53.4,2060.97463164647
GMB,2006,87.8,1935.12030950206
GMB,2015,60.1,1913.41534731054
GMB,2019,51.5,2171.66461702187
GMB,2020,49.6,2157.0350327961
GEO,2007,19.1,6822.11118053641
GEO,2016,10.2,12858.4834001898
GEO,2015,10.5,12089.1694050447
GEO,2004,26.2,4548.98521312388
GEO,2017,10,13589.7073915159
GEO,2008,17.2,7142.78306443797
GEO,2006,21.3,5869.68743175716
GEO,2014,10.9,11575.547210705
GEO,2001,34.3,3376.96175669009
GEO,2005,23.7,5174.30883005271
GEO,2010,14.1,7567.66412576382
GEO,2019,9.7,15624.9700213762
GEO,2020,9.6,14748.6321080538
GEO,2002,31.7,3649.92568608986
GEO,2018,9.8,14596.069289313
GEO,2013,11.4,10611.7741169939
GEO,2000,36.8,3102.62625136514
GEO,2011,13,8360.29720703065
GEO,2009,15.5,6987.93651431798
GEO,2003,28.9,4161.5730601326
GEO,2012,12.1,9826.05275341086
GEO,2021,9.5,17088.8810512761
DEU,2018,3.8,55195.8405428372
DEU,2003,5,29909.8087206449
DEU,2008,4.4,37802.3874303197
