iso3c,year,ChildMortality,GDPpc
DEU,2021,3.6,61939.6515850137
DEU,2019,3.7,58251.7730828469
DEU,2000,5.4,27202.4760848567
DEU,2020,3.6,57905.1795514844
DEU,2009,4.3,36814.7547339146
DEU,2004,4.9,31334.731516716
DEU,2015,3.9,47609.7810045816
DEU,2001,5.2,28376.9040865111
DEU,2002,5.1,29178.6374658122
DEU,2014,4,47011.5510935131
DEU,2010,4.2,38945.9217348604
DEU,2016,3.9,50579.6839299266
DEU,2017,3.9,53071.4555699913
DEU,2007,4.5,36295.7184317891
DEU,2006,4.6,34160.1031115569
DEU,2011,4.1,42541.5310884096
DEU,2012,4,43359.6148271723
DEU,2013,4,44993.8927459315
DEU,2005,4.7,31794.0960095207
GHA,2002,92.2,2471.48222270765
GHA,2015,55.4,5021.78868729592
GHA,2001,96,2393.65112731972
GHA,2014,57.8,5376.3088285794
GHA,2010,69.8,3839.88575775856
GHA,2011,66.5,4362.59288242843
GHA,2000,100.1,2311.54783513161
GHA,2009,73,3604.43231274937
GHA,2016,53.1,4811.5728157153
GHA,2017,51,4929.56795405121
GHA,2003,88.9,2580.31274806053
GHA,2005,83.5,2897.36751396547
GHA,2006,81.2,3095.14540406283
GHA,2007,78.7,3231.66260665711
GHA,2004,86.1,2724.26809554339
GHA,2012,63.4,4877.5822138332
GHA,2013,60.5,5118.24213855469
GHA,2020,45.5,5558.35626430583
GHA,2008,76.1,3503.70945387646
GHA,2018,49.1,5248.46349037158
GHA,2019,47.2,5572.66918900611
GHA,2021,44,5981.61764177505
GIB,2006,,
GIB,2021,,
GIB,2020,,
GIB,2003,,
GIB,2004,,
GIB,2005,,
GIB,2019,,
GIB,2002,,
GIB,2018,,
GIB,2017,,
GIB,2014,,
GIB,2007,,
GIB,2008,,
GIB,2000,,
GIB,2009,,
GIB,2015,,
GIB,2016,,
GIB,2012,,
GIB,2013,,
GIB,2010,,
GIB,2011,,
GIB,2001,,
GRC,2012,4,24911.119631324
GRC,2008,4,30856.0118395987
GRC,2001,6,20960.988801198
GRC,2011,3.9,25671.5160853562
GRC,2000,6.4,19518.6743098678
GRC,2014,4.3,26625.0618096799
GRC,2009,3.9,30358.2444440508
GRC,2002,5.6,22615.9356074635
GRC,2021,3.7,33018.2544152866
GRC,2006,4.3,28548.9868272572
GRC,2003,5.2,23897.9312675005
GRC,2004,4.9,25461.1859447776
GRC,2013,4.2,25986.6503155014
GRC,2017,4.3,28604.8609402657
GRC,2007,4.1,29326.9196613786
GRC,2020,3.9,29088.2080577757
GRC,2005,4.6,25577.5241052346
GRC,2018,4.2,29617.5483399732
GRC,2015,4.4,26760.3633030256
GRC,2010,3.9,27908.2959239453
GRC,2019,4,31611.2114428141
GRC,2016,4.4,27511.8010160972
GRL,2019,,
GRL,2017,,
GRL,2018,,
GRL,2016,,
GRL,2002,,
GRL,2004,,
GRL,2012,,
GRL,2020,,
GRL,2021,,
GRL,2003,,
GRL,2015,,
GRL,2013,,
GRL,2001,,
GRL,2000,,
GRL,2007,,
GRL,2008,,
GRL,2005,,
GRL,2006,,
GRL,2011,,
GRL,2009,,
GRL,2010,,
GRL,2014,,
GRD,2005,15.1,9967.9581408909
GRD,2018,16.5,15772.0480359911
GRD,2017,16.4,14870.0314945401
GRD,2006,15.1,9799.74630479229
GRD,2008,15.2,10843.316217904
GRD,2020,16.4,13913.5316148746
GRD,2000,15.4,7306.11595798598
GRD,2019,16.5,16046.9091506922
GRD,2002,15.2,7632.34935746045
GRD,2003,15.2,8479.68151165971
GRD,2004,15.1,8589.63712526091
GRD,2001,15.3,7285.34136871304
GRD,2007,15.1,10610.430054609
GRD,2015,16.2,13036.5608185486
GRD,2016,16.3,13810.3877507994
GRD,2014,16.1,12039.1120455495
GRD,2010,15.4,10120.4261607276
GRD,2011,15.6,10330.0829751361
GRD,2012,15.7,10348.998514142
GRD,2009,15.3,10121.7404483122
GRD,2021,16.2,15104.4645356728
GRD,2013,15.9,10995.5692552144
GUM,2011,,
GUM,2010,,
GUM,2012,,
GUM,2020,,
GUM,2013,,
GUM,2007,,
GUM,2019,,
GUM,2000,,
GUM,2008,,
GUM,2009,,
GUM,2016,,
GUM,2017,,
GUM,2014,,
GUM,2015,,
GUM,2002,,
GUM,2003,,
GUM,2018,,
GUM,2021,,
GUM,2006,,
GUM,2004,,
GUM,2001,,
GUM,2005,,
GTM,2002,48.1,5009.58647766029
GTM,2012,32.1,7204.73293807874
GTM,2011,33.4,6910.87650155221
GTM,2015,28.4,8194.44068126819
GTM,2001,50.1,4860.75066989961
GTM,2016,27.3,8221.74642722194
GTM,2004,44.4,5314.81560180174
GTM,2003,46.2,5126.23346929034
GTM,2000,52.1,4758.24808060095
GTM,2006,41,5900.851227424
GTM,2010,34.8,6618.91603119075
GTM,2013,30.8,7446.58800936721
GTM,2014,29.5,7758.49316980639
GTM,2018,25.4,8672.71778183822
GTM,2007,39.4,6318.32028813515
GTM,2017,26.3,8322.21680991504
GTM,2005,42.7,5544.67670718747
GTM,2019,24.6,9040.8341127902
GTM,2008,37.8,6524.60973733199
GTM,2009,36.3,6474.79693497431
GTM,2020,23.8,8859.0117398945
GTM,2021,23,9850.90466668914
GIN,2011,119.8,1726.18230728744
GIN,2007,129.8,1576.12203619966
GIN,2009,124.3,1585.79151492563
GIN,2018,106.2,2531.14057529939
GIN,2019,104,2653.08255576108
GIN,2021,98.7,2913.50948385226
GIN,2010,121.9,1641.25010623557
GIN,2006,133.3,1470.03047722565
GIN,2017,108.3,2383.57886733462
GIN,2020,101.6,2749.98350531136
GIN,2008,126.9,1632.94005162767
GIN,2016,110.1,2045.09436780789
GIN,2005,137.2,1438.63838024842
GIN,2002,152.9,1330.04208328966
GIN,2012,117.7,1772.70493061617
GIN,2015,112.6,1789.01845338399
GIN,2000,165.6,1208.83367896613
GIN,2013,115.7,1784.69049911065
GIN,2004,141.8,1381.36872758211
GIN,2003,147,1342.78467147009
GIN,2001,159,1264.78947180572
GIN,2014,114.5,1775.50162800066
GNB,2001,169.1,1069.48305716591
GNB,2000,174.5,1045.577117963
GNB,2014,95.5,1338.01563292886
GNB,2015,91.8,1551.03412227647
GNB,2008,126.3,1243.79732527636
GNB,2012,103.9,1316.16757045201
GNB,2002,163.4,1051.77990648373
GNB,2011,109,1398.11714311146
GNB,2003,157.6,1054.06037421892
GNB,2016,88.6,1697.12904509961
GNB,2009,120.1,1261.09703622198
GNB,2013,99.4,1324.60821106599
GNB,2007,132.6,1213.37130115888
GNB,2004,151.5,1086.35276609026
GNB,2005,145.2,1140.52624531371
GNB,2017,85.5,1872.30928139809
GNB,2010,114.4,1301.00435881137
GNB,2018,82.4,1896.40698320205
GNB,2019,79.5,1970.71280957178
GNB,2006,138.9,1173.62667590864
GNB,2021,74.3,2020.85486582107
GNB,2020,77,1904.6586341987
GUY,2016,32.2,11479.4620067513
GUY,2017,31.3,12193.6216799111
GUY,2009,38.1,8834.22343165941
GUY,2007,39.7,8112.34546070431
GUY,2015,33.1,11382.2423763029
GUY,2018,30.3,12671.6907730676
GUY,2008,38.8,8439.50565959641
GUY,2014,34.1,11130.4944719803
GUY,2006,40.5,7351.01976643606
GUY,2002,44.3,6331.08530333175
GUY,2010,37.4,9351.78792317124
GUY,2019,29.4,13364.2356558326
GUY,2000,46.6,5903.8197788813
GUY,2011,36.6,10092.0824863061
GUY,2004,42.3,6689.52560806232
GUY,2013,35,11198.1601399341
GUY,2001,45.4,6168.28113343198
GUY,2012,35.9,10640.67256082
GUY,2003,43.3,6413.20293695939
GUY,2005,41.4,6771.06158772148
GUY,2020,28.5,19462.9678636695
GUY,2021,27.7,24193.5664688255
HTI,2008,83.3,2711.12747047856
HTI,2007,85.2,2633.70663532947
HTI,2009,81.4,2843.08508878546
HTI,2019,62.5,3244.29203133087
HTI,2003,94.4,2316.90643184952
HTI,2021,58.6,3179.25795648835
HTI,2020,60.5,3136.84949392972
HTI,2001,100.5,2214.97754458949
HTI,2006,87.3,2489.97904183478
HTI,2015,70.1,2938.04475749392
HTI,2000,103.9,2213.01488189344
HTI,2017,66.3,3200.04218273139
HTI,2002,97.3,2233.84070734052
HTI,2010,130.1,2683.68866152215
HTI,2016,68.2,3138.54112526706
HTI,2012,75.8,2801.3504022268
HTI,2018,64.4,3286.586198242
HTI,2014,72,3005.80042244986
HTI,2011,77.6,2846.88118194415
HTI,2013,73.9,2992.43035062304
HTI,2005,89.5,2413.68264074886
HTI,2004,91.9,2308.64926598272
HND,2012,22.9,3963.01577747711
HND,2001,35.8,2614.06753699051
HND,2000,37.5,2556.41930398273
HND,2011,23.8,3863.65134117965
HND,2002,34.2,2683.04728598003
HND,2003,32.8,2788.13172474921
HND,2013,22.1,4067.28931450265
HND,2009,25.6,3617.1589038014
HND,2010,24.7,3719.19614992612
HND,2005,30,3167.05995069493
HND,2008,26.6,3763.50326014699
HND,2015,20.5,4729.15332160905
HND,2004,31.4,2966.63093046337
HND,2021,16.6,6148.66446431005
HND,2014,21.3,4368.55568198245
HND,2007,27.7,3622.03616739365
HND,2020,17.1,5309.79017806841
HND,2016,19.8,5043.87148926827
HND,2006,28.8,3398.06769164011
HND,2018,18.4,5694.95854300159
HND,2019,17.8,5851.74245842515
HND,2017,19.1,5447.69879159062
HKG,2019,,62119.4019299544
HKG,2018,,62523.1355943249
HKG,2004,,34528.1423630369
HKG,2003,,31176.4064954207
HKG,2016,,57225.0899950887
HKG,2020,,59022.8355499417
HKG,2017,,59842.2129961658
HKG,2002,,29607.8233157114
HKG,2015,,56408.936273748
HKG,2001,,28805.6275430999
HKG,2005,,38075.1670953201
HKG,2006,,41741.3601209286
HKG,2014,,54781.6471649487
HKG,2021,,66248.8127682345
HKG,2008,,46818.4745802232
HKG,2013,,53691.8374784984
HKG,2009,,45861.0185298932
HKG,2000,,28221.0619438958
HKG,2007,,45250.2075544218
HKG,2012,,52234.5923178244
HKG,2010,,49190.5961019125
HKG,2011,,52277.4664432843
HUN,2009,6.2,20722.0716654143
HUN,2018,4.2,31908.8522133813
HUN,2005,7.6,17108.3464620599
HUN,2020,4,35016.1447520501
HUN,2019,4.1,35152.6138267694
HUN,2000,10.1,11854.6858933387
HUN,2003,8.4,15479.0952420004
HUN,2006,7.2,18383.6259289456
HUN,2008,6.5,20721.4952928344
HUN,2017,4.5,29496.1684526324
HUN,2012,5.7,23267.4498746336
HUN,2021,4,38643.7620646142
HUN,2007,6.8,19098.6226022903
HUN,2002,9,14526.3860496731
HUN,2004,7.9,16269.3030612311
HUN,2001,9.6,13211.8269454277
HUN,2016,4.7,27941.926222302
HUN,2013,5.6,24547.9868199445
HUN,2015,5.1,26798.8561893656
HUN,2011,5.9,23029.4538495545
HUN,2010,6,21738.8960784857
HUN,2014,5.4,25691.5220941027
ISL,2004,3.2,35617.2124525242
ISL,2019,2.7,60523.7969937167
ISL,2003,3.4,32701.0471818327
ISL,2017,2.7,55638.4819999486
ISL,2018,2.7,57197.7586983627
ISL,2016,2.7,53480.3780986266
ISL,2000,4,29782.8731073551
ISL,2020,2.7,55631.1648385695
ISL,2015,2.6,49201.0731066935
ISL,2014,2.6,45996.9584558991
ISL,2008,2.8,43728.115201857
ISL,2021,2.6,61481.3669349232
ISL,2005,3.1,37322.7379801549
ISL,2002,3.6,32607.1069533726
ISL,2012,2.6,42004.4384108363
ISL,2009,2.7,41862.9633573575
ISL,2007,2.9,41472.8333435714
ISL,2001,3.8,31885.4492678036
ISL,2013,2.6,44409.6744628703
ISL,2006,3,39700.0801474308
ISL,2011,2.6,40936.8690420931
ISL,2010,2.7,39768.4199521825
IND,2002,84.5,2275.44150646389
IND,2014,46.2,5187.25575944641
IND,2001,88,2197.10940358716
IND,2004,77.7,2680.89808067589
IND,2016,41,5778.2696139291
IND,2003,81.1,2459.95391561161
IND,2000,91.6,2087.22477605814
IND,2012,52,4827.94597281719
IND,2010,58.1,4215.58082753946
IND,2017,38.7,6112.06664981487
IND,2013,49.1,5016.92874631249
IND,2011,55,4467.46665451679
IND,2005,74.4,2936.56044322775
IND,2006,71.1,3221.69777778747
IND,2015,43.6,5412.33623878395
IND,2008,64.5,3636.06037101557
IND,2009,61.3,3892.53003085727
IND,2018,36.4,6590.8823009363
IND,2007,67.8,3510.38877423746
IND,2020,32.4,6517.76138713158
IND,2021,30.6,7367.9946647152
IND,2019,34.3,6897.77003734099
IDN,2019,23.8,12360.6917362653
IDN,2005,41.7,6188.85553221385
IDN,2007,38.3,7161.81072808175
IDN,2021,22.2,13086.3924176102
IDN,2004,49.6,5749.52145141959
IDN,2008,36.7,7638.00957527744
IDN,2006,39.9,6643.88072205615
IDN,2003,45.5,5399.32871003071
IDN,2009,35.3,7941.16633276883
IDN,2010,33.9,8430.61541737509
IDN,2018,24.6,11671.4323303214
IDN,2020,22.9,12160.7167616838
IDN,2017,25.6,10941.9209510231
IDN,2002,47.6,5121.33453984212
IDN,2013,30,10009.0106984785
IDN,2015,27.7,10219.1764136999
IDN,2016,26.6,10482.6989966051
IDN,2012,31.2,9645.14919678524
IDN,2014,28.8,10233.985273926
IDN,2011,32.5,9022.72137960157
IDN,2001,49.9,4892.35251535142
IDN,2000,52.2,4681.91945001153
IRN,2011,18.4,18981.2307962315
IRN,2002,32,12162.4185723888
IRN,2012,17.5,16757.1920745737
IRN,2000,36.1,10871.1334112609
IRN,2021,12.6,16557.0461822083
IRN,2014,16.1,15704.9164160443
IRN,2001,34.1,11188.9894957092
IRN,2010,19.3,18348.5152746936
IRN,2009,20.4,17379.40321201
IRN,2004,28.1,14073.0756527963
IRN,2005,26.3,14738.1522385547
IRN,2013,16.8,15939.6805287849
IRN,2003,30,13349.5052804034
IRN,2008,21.7,17330.673031346
IRN,2016,15,14661.8394415995
IRN,2006,24.7,15707.8585182705
IRN,2007,23.1,17196.2896119001
IRN,2015,15.5,13828.4385744264
IRN,2020,13,15240.7729143267
IRN,2017,14.5,15163.292311303
IRN,2018,14,15044.3691447389
IRN,2019,13.5,14681.6873154341
IRQ,2020,25.4,9343.7344106979
IRQ,2006,39,10120.1625074583
IRQ,2019,26.2,10736.1222640072
IRQ,2005,40,9359.55895405385
IRQ,2018,27,10235.3363597344
IRQ,2017,27.9,9976.85494186285
IRQ,2021,24.5,9695.62646494157
IRQ,2004,40.9,9194.7984835556
IRQ,2003,41.8,6008.4055486226
IRQ,2008,37,11555.7441656576
IRQ,2001,43.5,10622.1277022804
IRQ,2016,28.8,8920.04123490082
IRQ,2007,38.1,10680.0618942476
IRQ,2000,44.4,10538.535399507
IRQ,2011,33.8,12825.6374233096
IRQ,2012,32.8,14279.2651536542
IRQ,2002,42.7,9590.30547395891
IRQ,2015,29.8,9198.73782919347
IRQ,2009,36,11597.8340136545
IRQ,2010,34.9,12098.9031111676
IRQ,2013,31.7,14517.4826075909
IRQ,2014,30.8,13005.7538004012
IRL,2020,3.2,97066.70605002
IRL,2021,3.1,114120.544516392
IRL,2000,7.1,30209.4656208159
IRL,2018,3.4,84918.3383814459
IRL,2008,4.4,44169.0943411644
IRL,2009,4.3,41469.8376556247
IRL,2019,3.3,90940.6347639116
IRL,2004,5.6,38734.4439399148
IRL,2007,4.6,46784.0861335365
IRL,2010,4.2,43202.9556944365
IRL,2003,6,36285.1087003511
IRL,2017,3.5,78168.9677375394
IRL,2001,6.9,32576.9245748656
IRL,2016,3.6,71410.3692705502
IRL,2011,4.1,45116.9884078781
IRL,2012,4,46283.7289661063
IRL,2005,5.2,40466.2343515711
IRL,2002,6.5,35222.028724352
IRL,2015,3.7,69214.4219991568
IRL,2013,3.9,47797.1496727706
IRL,2006,4.9,44232.1017485574
IRL,2014,3.8,51238.8003290093
IMN,2015,,
IMN,2014,,
IMN,2012,,
IMN,2009,,
IMN,2013,,
IMN,2011,,
IMN,2000,,
IMN,2001,,
IMN,2010,,
IMN,2016,,
IMN,2008,,
IMN,2004,,
IMN,2005,,
IMN,2021,,
IMN,2003,,
IMN,2020,,
IMN,2017,,
IMN,2002,,
IMN,2007,,
IMN,2006,,
IMN,2019,,
IMN,2018,,
ISR,2019,3.5,41513.4515105228
ISR,2020,3.4,41204.4777075001
ISR,2018,3.7,40231.9052581114
ISR,2016,3.8,38208.3562401672
ISR,2004,5.8,26057.1190383102
ISR,2002,6.4,26044.7434929454
ISR,2015,3.9,35864.2730015837
ISR,2014,4,34740.3109095722
ISR,2003,6.1,24657.9263291346
ISR,2005,5.6,25625.0390437377
ISR,2006,5.3,26327.4006555901
ISR,2021,3.4,46126.6423137421
ISR,2009,4.7,27908.5020491796
ISR,2001,6.6,25743.2134119292
ISR,2017,3.8,39448.1391458162
ISR,2013,4.1,34740.4016861586
ISR,2007,5.1,28169.5922258141
ISR,2000,6.9,25693.171124764
ISR,2008,4.9,27994.9010716685
ISR,2010,4.6,29294.2191691098
ISR,2011,4.4,31161.7241769623
ISR,2012,4.3,32322.6935237199
ITA,2011,3.9,36598.0149693024
ITA,2014,3.6,36194.873918843
ITA,2010,4,35152.3946399126
ITA,2009,4.1,34601.9100285776
ITA,2015,3.5,36899.3852092463
ITA,2013,3.7,36314.6971007775
ITA,2021,2.6,49912.83903304
ITA,2000,5.6,27075.8505542609
ITA,2004,4.6,29555.5564671494
ITA,2012,3.8,36486.2967870302
ITA,2002,5.1,28736.5771073504
ITA,2008,4.1,35523.2713104342
ITA,2016,3.4,39926.9546628592
ITA,2001,5.3,28042.0126482002
ITA,2006,4.3,32453.3865046094
ITA,2003,4.8,29198.5394059981
ITA,2020,2.8,44202.235576921
ITA,2005,4.5,30130.6444569128
ITA,2018,3.2,43036.2437770367
ITA,2007,4.2,34148.9640009724
ITA,2017,3.3,41581.120790548
ITA,2019,3,46470.0373265754
JAM,2017,14.1,9984.57711737026
JAM,2002,20,6857.45287332741
JAM,2015,15,9095.91982375761
JAM,2013,15.9,8703.54096038148
JAM,2003,19.6,7214.2146564558
JAM,2016,14.6,9533.83414772863
JAM,2001,20.4,6652.3705724719
JAM,2014,15.4,8823.10863966968
JAM,2019,13.2,10678.8416697581
JAM,2020,12.8,9721.9701418673
JAM,2004,19.2,7469.31422590374
JAM,2018,13.7,10405.0339727082
JAM,2012,16.3,8431.37511701029
JAM,2008,18.1,8530.6090087306
JAM,2000,20.9,6451.89964905602
JAM,2011,16.8,8396.88131746746
JAM,2007,18.4,8470.29026743318
JAM,2005,18.9,7735.11423215028
JAM,2021,12.4,10598.9270210169
JAM,2006,18.7,8165.91973264516
JAM,2009,17.7,8178.96334762807
JAM,2010,17.3,8122.35000451553
JPN,2010,3.2,35335.3618067425
JPN,2007,3.5,35015.9813360621
JPN,2021,2.3,44291.9839306627
JPN,2011,3.2,36214.4333706102
JPN,2020,2.4,42381.4059705813
JPN,2009,3.3,33547.2761455571
JPN,2008,3.4,35273.7953785217
JPN,2019,2.5,42678.1548656315
JPN,2001,4.3,27942.3444103959
JPN,2012,3,37605.9641633731
JPN,2018,2.5,42141.9498641567
JPN,2000,4.5,27287.2675453002
JPN,2005,3.7,32169.8563194146
JPN,2002,4.1,28623.5894433722
JPN,2003,4,29392.2449906418
JPN,2004,3.9,30830.6657872054
JPN,2013,2.9,39402.0145970619
JPN,2006,3.6,33634.6211662028
JPN,2015,2.8,40898.8215991135
JPN,2016,2.7,40596.969432368
JPN,2017,2.6,41444.2161387155
JPN,2014,2.8,39555.4027967845
JOR,2020,15,9748.10046489434
JOR,2010,20.1,9912.17240787013
JOR,2011,19.6,10133.7715158402
JOR,2009,20.7,9785.72110570735
JOR,2019,15.5,9939.03693667654
JOR,2012,19,10308.0439469425
JOR,2021,14.6,10350.4879787947
JOR,2018,16,9814.92430533891
JOR,2014,18,9457.5967281339
JOR,2008,21.3,9464.33970263345
JOR,2000,26.8,6008.92397355985
JOR,2013,18.5,10320.7978810211
JOR,2006,22.6,8510.71097304898
JOR,2015,17.5,9237.7181841311
JOR,2016,17,9056.90986635996
JOR,2017,16.5,9629.10299712751
JOR,2001,26.1,6333.8944819562
JOR,2007,21.9,8874.17031277919
JOR,2003,24.6,6915.90387016512
JOR,2004,23.9,7520.00493437572
JOR,2005,23.2,8171.8364419497
JOR,2002,25.4,6659.91016756894
KAZ,2005,31.1,13941.5008824226
KAZ,2002,37.5,10014.0506907311
KAZ,2003,35.2,11123.8901303103
KAZ,2016,11,23818.8248260141
KAZ,2001,40,8980.6743848737
KAZ,2018,10.3,26158.4457696504
KAZ,2000,42.6,7725.00252316715
KAZ,2015,11.9,23224.1178353573
KAZ,2013,14.6,24504.7660856694
KAZ,2014,13,24726.4728671586
KAZ,2004,33.2,12432.3662342781
KAZ,2017,10.5,24862.9661245889
KAZ,2019,10.2,27469.4150964182
KAZ,2006,29,15742.0640268931
KAZ,2007,26.9,17406.1611162386
KAZ,2012,16.3,22032.1745436853
KAZ,2009,22.5,17958.3126584811
KAZ,2010,20.4,19227.1844016305
KAZ,2011,18.3,20779.4442514491
KAZ,2008,24.7,17985.3857377433
KAZ,2020,10.2,26782.1001805575
KAZ,2021,10.3,28811.8788302874
KEN,2008,62.7,2459.72774223816
KEN,2009,58.7,2482.75098555866
KEN,2007,67.6,2480.65158815105
KEN,2006,71.6,2328.56070406947
KEN,2020,38.6,4749.27696689267
KEN,2011,53.9,2758.24150950404
KEN,2010,56.1,2639.63477419107
KEN,2021,37.2,5236.61216265411
KEN,2005,76,2185.60266227904
KEN,2019,39.4,4796.3540950586
KEN,2015,45.9,3763.76368561997
KEN,2012,52.2,2870.68026078071
KEN,2017,42.4,4312.90891724989
KEN,2018,40.8,4572.14993656962
KEN,2004,80.8,2061.41530986453
KEN,2016,43.8,4025.84174664847
KEN,2001,94.5,1949.66935022152
KEN,2013,50.1,3147.94928383178
KEN,2014,48.1,3421.24596070054
KEN,2000,98.8,1893.76401958206
KEN,2002,89.9,1931.39492994092
KEN,2003,85.3,1967.99418440774
KIR,2002,65.3,1525.51678343516
KIR,2012,62.1,1747.77821689118
KIR,2014,59.1,1811.68967372616
KIR,2013,60.7,1824.71269742277
KIR,2000,67.9,1494.32754771408
KIR,2015,57.5,1980.66873604375
KIR,2004,64.3,1539.18351464766
KIR,2001,66.4,1477.16951666742
KIR,2003,64.6,1554.8299807865
KIR,2011,63.3,1657.8170061408
KIR,2006,64.8,1650.42587553208
KIR,2007,65.2,1697.05045624577
KIR,2016,56.1,1960.61347292039
KIR,2005,64.5,1633.12828478103
KIR,2010,64.5,1623.66710433867
KIR,2018,52.9,2088.45892825737
KIR,2008,65.4,1661.36998613898
KIR,2009,65.1,1653.16289288963
KIR,2017,54.4,1970.82588122744
KIR,2019,51.4,2046.81068022741
KIR,2020,49.8,2003.32340083811
KIR,2021,48.2,2215.72978938238
PRK,2021,15.4,
PRK,2004,35,
PRK,2019,17.3,
PRK,2020,16.5,
PRK,2006,32.4,
PRK,2008,31.8,
PRK,2007,32.2,
PRK,2005,33,
PRK,2018,18.2,
PRK,2016,20,
PRK,2017,19,
PRK,2009,31,
PRK,2003,38.9,
PRK,2015,21.1,
PRK,2001,52.1,
PRK,2002,44.7,
PRK,2013,24,
PRK,2010,29.5,
PRK,2011,27.7,
PRK,2012,25.7,
PRK,2014,22.4,
PRK,2000,60,
KOR,2018,3.2,43044.2916122817
KOR,2021,2.9,48594.5811337014
KOR,2001,7.1,19724.4268319807
KOR,2010,4.1,31736.6285125668
KOR,2020,3,45142.7611100118
KOR,2019,3.1,43865.0431375765
KOR,2009,4.3,29508.3832158234
KOR,2004,6,23773.8272177562
KOR,2000,7.5,18538.8353837996
KOR,2011,4,32546.7545290745
KOR,2003,6.4,22095.8712172792
KOR,2017,3.3,40957.4166975738
KOR,2005,5.6,25186.8686842106
KOR,2008,4.5,29946.076955548
KOR,2007,4.8,29064.9190659905
KOR,2012,3.8,33557.1274635385
KOR,2013,3.7,34244.3130061752
KOR,2002,6.8,21396.8374675735
KOR,2015,3.5,37902.399829133
KOR,2016,3.4,39575.4536839404
KOR,2006,5.2,26884.265970573
KOR,2014,3.6,35324.4979135698
XKX,2011,18.8,7780.59446355734
XKX,2014,15.3,8649.44949912371
XKX,2000,48.8,
XKX,2016,13.5,10007.6892341976
XKX,2013,16.3,8383.39731100099
XKX,2010,20.2,7231.00285613936
XKX,2009,21.9,6863.69446304432
XKX,2001,44.5,
XKX,2002,40.6,
XKX,2012,17.5,8039.20797587193
XKX,2008,23.8,6545.42557318079
XKX,2004,33.8,
XKX,2005,30.8,
XKX,2015,14.4,9357.13513577285
XKX,2003,37,
XKX,2021,10,13113.6975469988
XKX,2017,12.6,10436.1688459323
XKX,2006,28.2,
XKX,2007,25.8,
XKX,2020,10.5,11306.2223383017
XKX,2018,11.9,11013.7280668363
XKX,2019,11.2,11798.4880096804
KWT,2019,8.8,49321.4723671014
KWT,2004,12,77375.4430529748
KWT,2018,8.8,50119.6247627465
KWT,2016,9,43678.5163224538
KWT,2003,12.2,70043.6350090242
KWT,2017,8.9,50007.2995366017
KWT,2015,9.1,46346.7035918815
KWT,2007,11.4,91484.7303530321
KWT,2020,8.8,46382.8997432743
KWT,2002,12.3,60092.7611195619
KWT,2006,11.6,89139.7819054651
KWT,2014,9.3,68766.2684945365
KWT,2021,8.7,50295.2825400107
KWT,2005,11.8,85033.2051698545
KWT,2000,12.8,59312.0937239183
KWT,2013,9.6,75486.7153788054
KWT,2009,11,80128.4492240415
KWT,2010,10.7,75193.7118972568
KWT,2001,12.5,59045.2697576763
KWT,2008,11.2,90355.243675395
KWT,2011,10.3,78780.7284892953
KWT,2012,10,81564.6333043905
KGZ,2012,26.1,3618.14972576533
KGZ,2009,31.7,3100.55697556474
KGZ,2011,27.7,3297.36683733652
KGZ,2000,49.9,1861.62166064397
KGZ,2003,42.9,2158.04198301859
KGZ,2013,24.7,4042.89305300409
KGZ,2008,33.8,3030.75290303644
KGZ,2021,17.4,5418.07495060655
KGZ,2007,35.8,2769.43336234714
KGZ,2004,41,2343.15793959721
KGZ,2010,29.6,3085.99019065215
KGZ,2020,17.8,5059.00138510198
KGZ,2014,23.4,4281.82407398556
KGZ,2015,22.3,4214.82950886186
KGZ,2001,47.3,1985.93021882352
KGZ,2002,45,1998.10710417551
KGZ,2018,19,5256.55589410223
KGZ,2019,18.3,5481.38013990626
KGZ,2005,39.3,2385.33801435189
KGZ,2006,37.6,2508.12887354534
KGZ,2016,21.1,4681.17473284247
KGZ,2017,20,5046.69153549094
LAO,2017,49.4,7211.25908924885
LAO,2018,47.5,7727.75255071461
LAO,2000,107.3,1793.78327907313
LAO,2013,59,5241.84600214602
LAO,2001,103.1,1908.4642493186
LAO,2002,99,2021.28879686874
LAO,2003,94.9,2154.35086006809
LAO,2016,51.5,6798.3603075641
LAO,2012,62,4793.83289949539
LAO,2020,44.1,8198.83647346487
LAO,2014,56.2,5828.375006622
LAO,2019,45.8,8172.57792327144
LAO,2015,53.7,6126.44061262459
LAO,2011,65,4106.34223302081
LAO,2007,79,3028.39135152386
LAO,2010,68.3,3778.15390636514
LAO,2005,86.8,2526.29555141101
LAO,2006,82.9,2784.17824583482
LAO,2021,42.5,8658.80903945646
LAO,2009,71.7,3491.58604053439
LAO,2008,75.3,3276.72519090272
LAO,2004,90.8,2320.56066859351
LVA,2004,11.1,12279.0153168697
LVA,2003,11.9,11061.6153754177
LVA,2014,5.5,23815.6086023522
LVA,2015,5.1,24972.8362766881
LVA,2002,12.6,10081.1918636281
LVA,2001,13.4,9047.20863863781
LVA,2013,6.1,22639.1590264447
LVA,2005,10.5,13913.8517478568
LVA,2006,9.9,15859.3153882025
LVA,2011,7.2,19248.4580124625
LVA,2016,4.7,26721.8364985868
LVA,2000,14.2,8040.50904846532
LVA,2017,4.4,28673.6225736307
LVA,2018,4.2,30877.0419264805
LVA,2012,6.6,21290.5016471166
LVA,2007,9.3,18240.6712357059
LVA,2008,8.8,19573.2574107403
